KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
Eden_DeliveryPolarisSellT2,Polaris Medium Delivery Contracts,,,,,,,,Контракты на Средние Поставки (Pol),,,,,,,,
Eden_DeliveryPolarisSellT3,Polaris Large Delivery Contracts,,,,,,,,Контракты на Крупные Поставки (Pol),,,,,,,,
Eden_DeliveryZiraxSellT1,Zirax Small Delivery Contracts,,,,,,,,Контракты на Малые Поставки (Zrx),,,,,,,,
Eden_DeliveryZiraxSellT2,Zirax Medium Delivery Contracts,,,,,,,,Контракты на Средние Поставки (Zrx),,,,,,,,
Eden_DeliveryZiraxSellT3,Zirax Large Delivery Contracts,,,,,,,,Контракты на Крупные Поставки (Zrx),,,,,,,,
Eden_DeliveryPiratesSellT1,Shady Small Delivery Contracts,,,,,,,,Контракты на Малую Контрабанду,,,,,,,,
Eden_DeliveryPiratesSellT2,Shady Medium Delivery Contracts,,,,,,,,Контракты на Среднюю Контрабанду,,,,,,,,
Eden_DeliveryPiratesSellT3,Shady Large Delivery Contracts,,,,,,,,Контракты на Крупную Контрабанду,,,,,,,,
Eden_DeliveryColonistsT1,Small Delivery Contracts,,,,,,,,Контракты на Малые Поставки,,,,,,,,
Eden_DeliveryColonistsT2,Medium Delivery Contracts,,,,,,,,Контракты на Средние Поставки,,,,,,,,
Eden_DeliveryColonistsT3,Large Delivery Contracts,,,,,,,,Контракты на Крупные Поставки,,,,,,,,
Eden_DeliveryPolarisT1,Small Delivery Contracts,,,,,,,,Контракты на Малые Поставки,,,,,,,,
Eden_DeliveryPolarisT2,Medium Delivery Contracts,,,,,,,,Контракты на Средние Поставки,,,,,,,,
Eden_DeliveryPolarisT3,Large Delivery Contracts,,,,,,,,Контракты на Крупные Поставки,,,,,,,,
Eden_DeliveryZiraxT1,Small Delivery Contracts,,,,,,,,Контракты на Малые Поставки,,,,,,,,
Eden_DeliveryZiraxT2,Medium Delivery Contracts,,,,,,,,Контракты на Средние Поставки,,,,,,,,
Eden_DeliveryZiraxT3,Large Delivery Contracts,,,,,,,,Контракты на Крупные Поставки,,,,,,,,
Eden_DeliveryPiratesT1,Small Delivery Contracts,,,,,,,,Контракты на Малые Поставки,,,,,,,,
Eden_DeliveryPiratesT2,Medium Delivery Contracts,,,,,,,,Контракты на Средние Поставки,,,,,,,,
Eden_DeliveryPiratesT3,Large Delivery Contracts,,,,,,,,Контракты на Крупные Поставки,,,,,,,,
Eden_IceTraderTerrarite,Ice Trader,,,,,,,,Продавец Льда,,,,,,,,
Eden_IceTraderNitronite,Ice Trader,,,,,,,,Продавец Льда,,,,,,,,
Eden_IceTraderCerulianDust,Ice Trader,,,,,,,,Продавец Льда,,,,,,,,
Eden_IceTraderFerrite,Ice Trader,,,,,,,,Продавец Льда,,,,,,,,
Eden_IceTraderHydronite,Ice Trader,,,,,,,,Продавец Льда,,,,,,,,
Eden_RichOreColonists,Ore Trader,,,,,,,,,,,,,,,,
Eden_RichOrePolaris,Ore Trader,,,,,,,,,,,,,,,,
Eden_RichOreTrader,Ore Trader,,,,,,,,,,,,,,,,
Eden_RichOrePirates,Ore Smuggler,,,,,,,,,,,,,,,,
Eden_RichOreZirax,Ore Trader,,,,,,,,,,,,,,,,
Eden_FactoryColHabitat,Habitat Manager,,,,,,,,,,,,,,,,
Eden_FactoryColHydroponic,Hydroponic Farmer,,,,,,,,,,,,,,,,
Eden_FactoryColBasic,Basic Factory Manager,,,,,,,,,,,,,,,,
Eden_FactoryColOxygen,Oxygen Extraction Specialist,,,,,,,,,,,,,,,,
Eden_FactoryColMiner,Miner,,,,,,,,,,,,,,,,
Eden_FactoryColFuel,Fuel Refinery Quartermaster,,,,,,,,,,,,,,,,
Eden_FactoryColDepot,Supply Depot Quartermaster,,,,,,,,,,,,,,,,
Eden_FactoryPolHabitat,Habitat Manager,,,,,,,,,,,,,,,,
Eden_FactoryPolBrewery,Brewery Manager,,,,,,,,,,,,,,,,
Eden_FactoryPolLivestock,Livestock Farmer,,,,,,,,,,,,,,,,
Eden_FactoryPolRefinery,Refinery Supplier,,,,,,,,,,,,,,,,
Eden_FactoryPolSmeltery,Smeltery Specialist,,,,,,,,,,,,,,,,
Eden_FactoryPolWater,Water Extraction Specialist,,,,,,,,,,,,,,,,
Eden_FactoryPolRobotics,Robotics Factory Manager,,,,,,,,,,,,,,,,
Eden_FactoryPolOptronics,Optronics Factory Manager,,,,,,,,,,,,,,,,
Eden_FactoryPolDepot,Supply Depot Quartermaster,,,,,,,,,,,,,,,,
Eden_FactoryTraHabitat,Habitat Manager,,,,,,,,,,,,,,,,
Eden_FactoryTraFood,Food Factory Manager,,,,,,,,,,,,,,,,
Eden_FactoryTraHotel,Hotel Manager,,,,,,,,,,,,,,,,
Eden_FactoryTraJewelry,Jewerly Specialist,,,,,,,,,,,,,,,,
Eden_FactoryTraAdvanced,Advanced Factory Technician,,,,,,,,,,,,,,,,
Eden_FactoryTraHydrogen,Hydrogen Extraction Specialist,,,,,,,,,,,,,,,,
Eden_FactoryTraWaste,Waste Treatment Specialist,,,,,,,,,,,,,,,,
Eden_FactoryTraDepot,Supply Depot Quartermaster,,,,,,,,,,,,,,,,
Eden_FactoryPirCasino,Casino Supplier,,,,,,,,,,,,,,,,
Eden_NPCBountyColonists1,Savanth Greenzald (Bounty),,,,,,,,Савант Гринзалд (Баунти),,,,,,,,
Eden_NPCBountyColonists2,Marko Inero (Bounty),,,,,,,,Марко Инеро (Баунти),,,,,,,,
Eden_NPCBountyColonists3,Small Tony (Bounty),,,,,,,,Маленький Тони (Баунти),,,,,,,,
Eden_NPCBountyColonists4,Greeza Zeerzhi (Bounty),,,,,,,,Гриза Зиржи (Баунти),,,,,,,,
Eden_NPCBountyColonists5,The Steel Hammer (Bounty),,,,,,,,Стальной молот (Баунти),,,,,,,,
Eden_NPCBountyColonists6,Captain Pang (Bounty),,,,,,,,Капитан Панг (Баунти),,,,,,,,
Eden_NPCBountyColonists7,Yerzhu the Smuggler (Bounty),,,,,,,,Контрабандист Ержу (Баунти),,,,,,,,
Eden_NPCBountyColonists8,Warlord Khrang (Bounty),,,,,,,,Полководец Кхранг (Баунти),,,,,,,,
Eden_NPCBountyColonists9,Kreenah Pitoli (Bounty),,,,,,,,Крина Питоли (Баунти),,,,,,,,
Eden_NPCBountyColonists10,Painbringer Xerxas (Bounty),,,,,,,,Несущий боль Ксерксас (Баунти),,,,,,,,
Eden_TokenBountyColonists1,[c][FFFFFF]Insignia of Savanth Greenzald[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Саванта Гринзальда[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo1,"[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5]Savanth has been a thorn in the side of the Free Colonists for a number of years. Responsible for a number of bandit attacks on shipping lanes, he has now stepped up his attacks to include stations and civilian outposts.\nThe Free Colonists will pay for proof of his demise, although it is often not long until he returns in a freshly cloned body.[-][/c]",,,,,,,,"[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5]Савант несколько лет был занозой в боку Свободных Колонистов. Ответственный за ряд бандитских нападений на морские пути, теперь он усилил свои атаки, охватив станции и гражданские аванпосты.\nСвободные колонисты заплатят за доказательство его кончины, хотя часто до его возвращения в только что клонированном виде остается совсем немного времени. тело.[-][/c]",,,,,,,,
Eden_TokenBountyColonists2,[c][FFFFFF]Insignia of Marko Inero[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Марко Инеро[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo2,"[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5]Suspected of being a terrorist leader in the pirate gang known as the Bloodhunters, Marko made a name for himself for his extreme tactics.\nHe is wanted for his involvement in the asteroid bombardment of Intrazia Prime.[-][/c]",,,,,,,,"[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5]Подозреваемый в том, что он является лидером террористов в пиратской банде, известной как Bloodhunters, Марко прославился своей экстремальной тактикой.\nОн разыскивается за участие в бомбардировке Интразии Прайм астероидами.[-][/с]",,,,,,,,
Eden_TokenBountyColonists3,[c][FFFFFF]Insignia of Small Tony[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Маленького Тони[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo3,"[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5]Small Tony runs a local bandit gang and has frequently been spotted hiding out in derelict space stations.\nThought to have been killed more often than any other bandit, he keeps coming back for more thanks to his clone chamber which no one has been able to find.\nThe Free Colonists would pay well for anyone who can add one more death to his name.[-][/c]",,,,,,,,"[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5]Маленький Тони возглавляет местную бандитскую банду, и его часто замечают прячущимся на заброшенных космических Станциях.\nСчитается, что его убивают чаще, чем любого другого бандита, но благодаря своему клону он продолжает возвращаться снова и снова комнату, которую никто не смог найти.\nСвободные колонисты хорошо заплатят любому, кто добавит к его имени еще одну смерть.[-][/c]",,,,,,,,
Eden_TokenBountyColonists4,[c][FFFFFF]Insignia of Greeza Zeerzhi[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Гризы Зиржи[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo4,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyColonists5,[c][FFFFFF]Insignia of The Steel Hammer[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Стального Молота[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo5,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyColonists6,[c][FFFFFF]Insignia of Captain Pang[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия капитана Панга[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo6,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyColonists7,[c][FFFFFF]Insignia of Yerzhu the Smuggler[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Контрабандиста Ержу[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo7,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyColonists8,[c][FFFFFF]Insignia of Yerzhu the Smuggler[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Контрабандиста Ержу[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo8,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyColonists9,[c][FFFFFF]Insignia of Yerzhu the Smuggler[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Контрабандиста Ержу[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo9,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyColonists10,[c][FFFFFF]Insignia of Yerzhu the Smuggler[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Контрабандиста Ержу[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyColonistsinfo10,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][4CA5FF]Free Colonists[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Colonists territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскиваются:[-][/c][/b] [c][4CA5FF]Свободные колонисты[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Бандитов[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Колонистов за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_NPCBountyZirax1,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax2,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax3,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax4,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax5,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax6,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax7,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax8,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax9,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyZirax10,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_TokenBountyZirax1,[c][FFFFFF]Insignia of Savanth Greenzald[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Саванта Гринзальда[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo1,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax2,[c][FFFFFF]Insignia of Marko Inero[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Марко Инеро[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo2,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax3,[c][FFFFFF]Insignia of Small Tony[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Маленького Тони[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo3,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax4,[c][FFFFFF]Insignia of Greeza Zeerzhi[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Гризы Зиржи[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo4,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax5,[c][FFFFFF]Insignia of The Steel Hammer[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Стального молота[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo5,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax6,[c][FFFFFF]Insignia of Captain Pang[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия капитана Панга[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo6,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax7,[c][FFFFFF]Insignia of Yerzhu the Smuggler[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Контрабандиста Ержу[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo7,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax8,[c][FFFFFF]Insignia of Yerzhu the Smuggler[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Контрабандиста Ержу[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo8,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax9,[c][FFFFFF]Insignia of Yerzhu the Smuggler[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Контрабандиста Ержу[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo9,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_TokenBountyZirax10,[c][FFFFFF]Insignia of Yerzhu the Smuggler[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Контрабандиста Ержу[-][/c] (Баунти),,,,,,,,
Eden_TokenBountyZiraxinfo10,[c][FFFFFF][b]Wanted by:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Member of:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nBring to a Bounty Hunter Office in trading station sectors in Zirax territory for a reward.\n\n[c][D5D5D5].[-][/c],,,,,,,,[c][FFFFFF][b]Разыскивается:[-][/c][/b] [c][FF0000]Zirax Empire[-][/c]\n[c][FFFFFF][b][b]Член:[/b][-][/c] [c][BF0000]Bandits[-][/c]\nПринесите в офис охотника за головами в секторах торговых станций на территории Zirax за вознаграждение.\n \n[c][D5D5D5].[-][/c],,,,,,,,
Eden_NPCBountyPolaris1,Groktan Klous (Bounty),,,,,,,,Гроктан Клоус (Баунти),,,,,,,,
Eden_NPCBountyPolaris2,Smuggler Gorn (Bounty),,,,,,,,Контрабандист Горн (Баунти),,,,,,,,
Eden_NPCBountyPolaris3,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyPolaris4,Director Crennek (Bounty),,,,,,,,Директор Креннек (Баунти),,,,,,,,
Eden_NPCBountyPolaris5,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyPolaris6,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyPolaris7,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyPolaris8,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyPolaris9,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_NPCBountyPolaris10,TBD (Bounty),,,,,,,,TBD (Баунти),,,,,,,,
Eden_TokenBountyPolaris1,[c][FFFFFF]Insignia of Savanth Greenzald[-][/c] (Bounty),,,,,,,,[c][FFFFFF]Знак отличия Саванта Гринзальда[-][/c] (Баунти),,,,,,,,
